1,  6569.446,  5397.772,  -1968.414
2,  6569.440,  5397.754,  -1968.513
3,  6569.433,  5397.739,  -1968.619
4,  6569.426,  5397.739,  -1968.734
5,  6569.424,  5397.743,  -1968.838
6,  6569.428,  5397.753,  -1968.959
7,  6569.436,  5397.765,  -1969.097
8,  6569.443,  5397.772,  -1969.201
9,  6569.451,  5397.779,  -1969.308
10,  6569.463,  5397.783,  -1969.419
11,  6569.477,  5397.786,  -1969.536
12,  6569.491,  5397.787,  -1969.657
13,  6569.507,  5397.786,  -1969.779
14,  6569.523,  5397.784,  -1969.907
15,  6569.540,  5397.781,  -1970.042
16,  6569.557,  5397.777,  -1970.183
17,  6569.572,  5397.774,  -1970.331
18,  6569.588,  5397.771,  -1970.484
19,  6569.604,  5397.771,  -1970.640
20,  6569.619,  5397.772,  -1970.797
21,  6569.633,  5397.777,  -1970.958
22,  6569.644,  5397.783,  -1971.120
23,  6569.654,  5397.792,  -1971.286
24,  6569.663,  5397.802,  -1971.453
25,  6569.672,  5397.812,  -1971.615
26,  6569.679,  5397.821,  -1971.773
27,  6569.685,  5397.830,  -1971.927
28,  6569.695,  5397.838,  -1972.080
29,  6569.703,  5397.844,  -1972.229
30,  6569.710,  5397.847,  -1972.374
31,  6569.717,  5397.847,  -1972.514
32,  6569.724,  5397.846,  -1972.650
33,  6569.732,  5397.842,  -1972.782
34,  6569.740,  5397.838,  -1972.909
35,  6569.749,  5397.834,  -1973.034
36,  6569.757,  5397.830,  -1973.153
37,  6569.765,  5397.827,  -1973.271
38,  6569.772,  5397.826,  -1973.387
39,  6569.779,  5397.826,  -1973.503
40,  6569.788,  5397.828,  -1973.616
41,  6569.797,  5397.834,  -1973.724
42,  6569.806,  5397.839,  -1973.824
43,  6569.818,  5397.851,  -1973.962
44,  6569.830,  5397.864,  -1974.083
45,  6569.844,  5397.878,  -1974.206
46,  6569.865,  5397.889,  -1974.304
47,  6569.867,  5397.876,  -1974.183
48,  6569.856,  5397.871,  -1974.043
49,  6569.841,  5397.869,  -1973.903
50,  6569.829,  5397.870,  -1973.793
51,  6569.815,  5397.870,  -1973.671
52,  6569.800,  5397.871,  -1973.534
53,  6569.785,  5397.872,  -1973.383
54,  6569.770,  5397.872,  -1973.216
55,  6569.752,  5397.871,  -1973.035
56,  6569.734,  5397.870,  -1972.837
57,  6569.716,  5397.867,  -1972.628
58,  6569.695,  5397.863,  -1972.404
59,  6569.676,  5397.856,  -1972.167
60,  6569.656,  5397.848,  -1971.919
61,  6569.636,  5397.839,  -1971.662
62,  6569.617,  5397.830,  -1971.397
63,  6569.597,  5397.819,  -1971.124
64,  6569.577,  5397.809,  -1970.847
65,  6569.556,  5397.800,  -1970.565
66,  6569.534,  5397.792,  -1970.278
67,  6569.511,  5397.784,  -1969.985
68,  6569.490,  5397.779,  -1969.691
69,  6569.466,  5397.776,  -1969.391
70,  6569.443,  5397.773,  -1969.088
71,  6569.420,  5397.772,  -1968.783
72,  6569.397,  5397.771,  -1968.474
73,  6569.373,  5397.770,  -1968.165
74,  6569.349,  5397.768,  -1967.856
75,  6569.327,  5397.765,  -1967.545
76,  6569.304,  5397.761,  -1967.236
77,  6569.284,  5397.755,  -1966.928
78,  6569.263,  5397.748,  -1966.623
79,  6569.242,  5397.740,  -1966.324
80,  6569.221,  5397.731,  -1966.032
81,  6569.201,  5397.721,  -1965.747
82,  6569.181,  5397.711,  -1965.471
83,  6569.162,  5397.701,  -1965.205
84,  6569.144,  5397.692,  -1964.951
85,  6569.127,  5397.685,  -1964.710
86,  6569.110,  5397.679,  -1964.481
87,  6569.094,  5397.676,  -1964.267
88,  6569.080,  5397.673,  -1964.066
89,  6569.065,  5397.672,  -1963.879
90,  6569.054,  5397.672,  -1963.707
91,  6569.044,  5397.673,  -1963.548
92,  6569.036,  5397.675,  -1963.403
93,  6569.030,  5397.676,  -1963.273
94,  6569.025,  5397.677,  -1963.160
95,  6569.023,  5397.677,  -1963.022
96,  6569.025,  5397.675,  -1962.900
97,  6569.072,  5397.667,  -1962.991
98,  6569.089,  5397.670,  -1963.117
99,  6569.101,  5397.674,  -1963.224
100,  6569.115,  5397.680,  -1963.348
101,  6569.130,  5397.687,  -1963.487
102,  6569.144,  5397.694,  -1963.639
103,  6569.161,  5397.702,  -1963.805
104,  6569.177,  5397.709,  -1963.985
105,  6569.195,  5397.717,  -1964.178
106,  6569.214,  5397.723,  -1964.379
107,  6569.233,  5397.729,  -1964.593
108,  6569.252,  5397.735,  -1964.817
109,  6569.272,  5397.738,  -1965.052
110,  6569.293,  5397.740,  -1965.297
111,  6569.313,  5397.743,  -1965.555
112,  6569.334,  5397.745,  -1965.823
113,  6569.356,  5397.748,  -1966.100
114,  6569.379,  5397.751,  -1966.387
115,  6569.400,  5397.755,  -1966.680
116,  6569.421,  5397.761,  -1966.981
117,  6569.443,  5397.767,  -1967.288
118,  6569.464,  5397.774,  -1967.599
119,  6569.486,  5397.782,  -1967.910
120,  6569.508,  5397.791,  -1968.224
121,  6569.530,  5397.801,  -1968.539
122,  6569.553,  5397.810,  -1968.852
123,  6569.575,  5397.819,  -1969.163
124,  6569.598,  5397.827,  -1969.471
125,  6569.620,  5397.835,  -1969.776
126,  6569.642,  5397.841,  -1970.076
127,  6569.664,  5397.847,  -1970.371
128,  6569.685,  5397.851,  -1970.662
129,  6569.705,  5397.854,  -1970.944
130,  6569.724,  5397.857,  -1971.218
131,  6569.742,  5397.860,  -1971.488
132,  6569.758,  5397.861,  -1971.749
133,  6569.773,  5397.864,  -1972.001
134,  6569.786,  5397.866,  -1972.244
135,  6569.799,  5397.870,  -1972.476
136,  6569.809,  5397.873,  -1972.694
137,  6569.818,  5397.877,  -1972.899
138,  6569.826,  5397.881,  -1973.089
139,  6569.832,  5397.885,  -1973.265
140,  6569.837,  5397.889,  -1973.423
141,  6569.840,  5397.892,  -1973.565
142,  6569.842,  5397.895,  -1973.689
143,  6569.843,  5397.897,  -1973.797
144,  6569.843,  5397.898,  -1973.928
145,  6569.839,  5397.895,  -1974.045
146,  6569.783,  5397.862,  -1973.938
147,  6569.765,  5397.858,  -1973.816
148,  6569.752,  5397.855,  -1973.713
149,  6569.737,  5397.853,  -1973.594
150,  6569.722,  5397.851,  -1973.460
151,  6569.706,  5397.850,  -1973.310
152,  6569.690,  5397.848,  -1973.146
153,  6569.671,  5397.846,  -1972.965
154,  6569.653,  5397.843,  -1972.769
155,  6569.634,  5397.839,  -1972.560
156,  6569.614,  5397.835,  -1972.339
157,  6569.593,  5397.830,  -1972.106
158,  6569.571,  5397.823,  -1971.863
159,  6569.550,  5397.817,  -1971.612
160,  6569.526,  5397.809,  -1971.349
161,  6569.503,  5397.802,  -1971.081
162,  6569.478,  5397.795,  -1970.806
163,  6569.454,  5397.788,  -1970.523
164,  6569.428,  5397.781,  -1970.234
165,  6569.403,  5397.775,  -1969.938
166,  6569.377,  5397.770,  -1969.637
167,  6569.351,  5397.765,  -1969.329
168,  6569.327,  5397.761,  -1969.021
169,  6569.303,  5397.756,  -1968.708
170,  6569.278,  5397.752,  -1968.392
171,  6569.256,  5397.747,  -1968.075
172,  6569.234,  5397.743,  -1967.759
173,  6569.213,  5397.738,  -1967.445
174,  6569.193,  5397.733,  -1967.134
175,  6569.175,  5397.726,  -1966.828
176,  6569.157,  5397.720,  -1966.528
177,  6569.141,  5397.713,  -1966.235
178,  6569.125,  5397.707,  -1965.952
179,  6569.111,  5397.701,  -1965.678
180,  6569.099,  5397.695,  -1965.415
181,  6569.088,  5397.690,  -1965.164
182,  6569.079,  5397.685,  -1964.924
183,  6569.069,  5397.681,  -1964.695
184,  6569.063,  5397.679,  -1964.480
185,  6569.057,  5397.677,  -1964.276
186,  6569.053,  5397.677,  -1964.085
187,  6569.051,  5397.676,  -1963.906
188,  6569.050,  5397.677,  -1963.740
189,  6569.051,  5397.678,  -1963.588
190,  6569.053,  5397.679,  -1963.449
191,  6569.056,  5397.679,  -1963.326
192,  6569.061,  5397.680,  -1963.219
193,  6569.070,  5397.680,  -1963.089
194,  6569.085,  5397.680,  -1962.976
195,  6569.148,  5397.684,  -1963.073
196,  6569.170,  5397.688,  -1963.194
197,  6569.185,  5397.692,  -1963.295
198,  6569.201,  5397.697,  -1963.413
199,  6569.218,  5397.702,  -1963.544
200,  6569.237,  5397.708,  -1963.690
201,  6569.256,  5397.714,  -1963.850
202,  6569.276,  5397.720,  -1964.026
203,  6569.297,  5397.725,  -1964.214
204,  6569.319,  5397.731,  -1964.416
205,  6569.342,  5397.736,  -1964.632
206,  6569.366,  5397.742,  -1964.862
207,  6569.391,  5397.746,  -1965.104
208,  6569.414,  5397.750,  -1965.359
209,  6569.439,  5397.755,  -1965.626
210,  6569.463,  5397.760,  -1965.903
211,  6569.488,  5397.765,  -1966.189
212,  6569.513,  5397.770,  -1966.483
213,  6569.537,  5397.776,  -1966.782
214,  6569.561,  5397.782,  -1967.086
215,  6569.584,  5397.789,  -1967.394
216,  6569.608,  5397.796,  -1967.704
217,  6569.629,  5397.803,  -1968.014
218,  6569.652,  5397.811,  -1968.323
219,  6569.672,  5397.817,  -1968.631
220,  6569.691,  5397.824,  -1968.937
221,  6569.711,  5397.830,  -1969.241
222,  6569.729,  5397.836,  -1969.541
223,  6569.746,  5397.840,  -1969.837
