1,  436.756,  -455.100,  -31.827
2,  455.941,  -466.663,  -32.065
3,  467.773,  -453.081,  -32.334
4,  482.190,  -465.986,  -32.461
5,  494.887,  -452.201,  -32.723
6,  508.539,  -468.251,  -33.138
7,  519.465,  -454.747,  -33.350
8,  530.534,  -466.656,  -33.683
9,  542.357,  -455.656,  -33.918
