1; 0.0; 0.00010784461704703995; -5.393827305018796e-05; -5.387904181136303e-05; -0.0084657981; -0.04633841; -9.8118725; -0.002346272293394757; 0.005127779087688592; -2.4473816586784123; -232.17; 
2; 0.0; 5.3835473157245496e-05; -5.396743052067178e-05; -0.00010789583373393973; -0.008453452; -0.058062909; -9.8172496; -0.0023343464586158802; 0.005125113969920797; -2.4464085398819875; -232.15999999999997; 
3; 0.0; -1.579619943548109e-07; -3.85067263025236e-08; -0.0001618942735194317; -0.0084665774; -0.042428909; -9.8091739; -0.0023342242855682403; 0.0051247823573629175; -2.4450396746589895; -232.14999999999998; 
4; 0.0; -5.3972462304905286e-05; -1.6053526766137854e-08; -5.3489494794293416e-08; -0.0084527148; -0.058058064; -9.8185728; -0.00234177632524162; 0.005118221664704672; -2.4428862420493185; -232.11999999999998; 
5; 0.0; 5.3850053637816656e-05; -1.0700218152368732e-08; -0.00010787913965964439; 0.083335412; 0.067002643; -9.8103321; 0.006777130938786502; -0.006319805805544931; -0.8548154544056256; -232.12999999999997; 
6; 0.0; 0.00010789544976150428; -5.3924891610812925e-05; 7.939275874519446e-08; 0.087335398; 0.065701121; -9.8156834; 0.0069672112569626994; -0.006173271452205991; -0.8467266352301368; -232.10999999999999; 
7; 0.0; -0.00010788971460958224; -1.5991864632730748e-08; 5.386274392680792e-05; 0.087333477; 0.067000919; -9.813005; 0.006963685691873671; -0.006182111544867342; -0.8465376178174749; -232.11999999999998; 
8; 0.0; 0.00010779545112201128; -5.394999817210286e-05; -0.00010784644964275453; 0.087325899; 0.067001792; -9.8103071; 0.006948724729525576; -0.006161703409923772; -0.8454153606364673; -232.09999999999997; 
9; 0.0; -0.00010807016594627517; 5.388634077829487e-05; -0.0001619741729472587; 0.087327829; 0.065700572; -9.8102873; 0.006952735496146658; -0.006175625901366931; -0.8439201300849665; -232.08999999999997; 
10; 0.0; -7.670161637292264e-09; 2.158036264639141e-09; -1.6212684038758917e-09; 0.087330134; 0.067001622; -9.8089432; 0.006942122148965281; -0.006174610119742271; -0.8404688060663302; -232.07999999999998; 
